image_id,label,score
13832-simplified,Portrait photography,0.8551939
13832-simplified,Facial hair,0.79455084
13832-simplified,Moustache,0.7636276
13832-simplified,Portrait,0.7227728
13882-simplified,,
13887-simplified,Lighting,0.91698855
13887-simplified,Electricity,0.83607775
13887-simplified,Evening,0.7563223
13887-simplified,Night,0.74903816
13887-simplified,Electronic signage,0.74305487
13887-simplified,Electrical Supply,0.61160505
13887-simplified,Dusk,0.52442926
13906-simplified,Train,0.9880331
13906-simplified,Mode of transport,0.9869344
13906-simplified,Transport,0.9808962
13906-simplified,Rolling stock,0.96635586
13906-simplified,Winter,0.92834103
13906-simplified,Rail transport,0.9279992
13906-simplified,Electricity,0.90866613
13906-simplified,Snow,0.9074756
13906-simplified,Headlamp,0.90238255
13906-simplified,Public transport,0.8968452
1392-simplified,Food,0.9821123
1392-simplified,Ingredient,0.9128035
1392-simplified,Recipe,0.8106168
1392-simplified,Cooking,0.8085322
1392-simplified,Condiment,0.80356294
1392-simplified,Brochette,0.7988942
1392-simplified,Meat,0.7629775
1392-simplified,Side dish,0.7107623
1392-simplified,Finger food,0.7002336
1392-simplified,Culinary arts,0.69414425
13936-simplified,Art,0.9194029
13936-simplified,Visual arts,0.8995332
13936-simplified,Painting,0.8334199
13936-simplified,Portrait,0.77928513
13936-simplified,Modern art,0.7523634
13936-simplified,Art Paint,0.70658046
13936-simplified,Paint,0.69677454
13936-simplified,Self-portrait,0.66697395
13936-simplified,Picture frame,0.55840755
1394-simplified,Red,0.9778094
1394-simplified,Ribbon,0.9124093
1394-simplified,Gift wrapping,0.91050756
1394-simplified,Gift,0.88441384
1394-simplified,Pink,0.8795164
1394-simplified,Box,0.64516795
1394-simplified,Packaging and labeling,0.5617554
1394-simplified,Party Supply,0.5444025
1394-simplified,Party favor,0.5285303
1394-simplified,Love,0.50613296
13981-simplified,Baseball,0.9173157
13981-simplified,Bat-and-ball games,0.90436274
13981-simplified,Baseball field,0.8897543
13981-simplified,Sports venue,0.8419721
13981-simplified,Game,0.8002253
13981-simplified,Logo,0.78352684
13981-simplified,Baseball park,0.75099194
13981-simplified,Stadium,0.73762167
13981-simplified,College baseball,0.71924907
13981-simplified,Baseball positions,0.6972387
13995-simplified,Number,0.7893735
13995-simplified,Neon,0.76009923
13995-simplified,Night,0.66084313
13995-simplified,Graphics,0.6125718
13995-simplified,Neon sign,0.54901135
14017-simplified,Happiness,0.97205245
14017-simplified,Smile,0.9678033
14017-simplified,Facial expression,0.9448744
14017-simplified,Orange,0.9429152
14017-simplified,Formal wear,0.92118514
14017-simplified,White-collar worker,0.9077166
14017-simplified,Advertising,0.8676917
14017-simplified,Dress shirt,0.8128203
14017-simplified,Logo,0.72639316
14017-simplified,Businessperson,0.7170069
14028-simplified,Cheek,0.98682535
14028-simplified,Head,0.9858948
14028-simplified,Skin,0.9807862
14028-simplified,Child,0.9569674
14028-simplified,Eye,0.952016
14028-simplified,Finger,0.9335988
14028-simplified,Eyelash,0.92604256
14028-simplified,Iris,0.90613765
14028-simplified,Blond,0.896653
14028-simplified,Toddler,0.8931502
14040-simplified,Bird,0.9861265
14040-simplified,Crows,0.9639578
14040-simplified,American crow,0.924801
14040-simplified,Crow family,0.8997903
14040-simplified,Beak,0.8989206
14040-simplified,Common raven,0.84412277
14040-simplified,Raven,0.83933014
14040-simplified,Fish crow,0.8217269
14040-simplified,Moon,0.80793154
14040-simplified,New Caledonian crow,0.80064714
14046-simplified,Wall,0.9754951
14046-simplified,Flooring,0.94843876
14046-simplified,Floor,0.927598
14046-simplified,Lighting,0.92658186
14046-simplified,Ceiling,0.9255416
14046-simplified,Door,0.88830453
14046-simplified,Light fixture,0.7879477
14046-simplified,Glass,0.74340594
14046-simplified,Symmetry,0.70593554
14046-simplified,Cleanliness,0.6085589
14088-simplified,Cat,0.9928446
14088-simplified,Felidae,0.9808831
14088-simplified,Felinae,0.96373785
14088-simplified,Carnivores,0.9509276
14088-simplified,Whiskers,0.9358998
14088-simplified,Black cat,0.8508656
14088-simplified,Fur,0.7871817
14088-simplified,Snout,0.76243865
14088-simplified,Domestic short-haired cat,0.58113694
14100-simplified,,
14105-simplified,Dog,0.99425954
14105-simplified,Flower,0.98981917
14105-simplified,Petal,0.976179
14105-simplified,Yellow,0.9746006
14105-simplified,Puppy,0.93041104
14105-simplified,Working animal,0.8587364
14105-simplified,Snout,0.8570808
14105-simplified,Carnivores,0.8446735
14105-simplified,Retriever,0.7984151
14105-simplified,Canidae,0.758486
14112-simplified,Fictional character,0.7723911
14112-simplified,Toy,0.70602834
14112-simplified,Flesh,0.60009307
14112-simplified,Action figure,0.55167466
1413-simplified,Fungus,0.96855974
1413-simplified,Mushroom,0.9607028
1413-simplified,Agaric,0.8185145
1413-simplified,Animation,0.7899862
1413-simplified,Fictional character,0.74626166
1413-simplified,Agaricaceae,0.7312908
1413-simplified,Lawn ornament,0.6726651
1413-simplified,Animated cartoon,0.6164672
1413-simplified,Toy,0.59649223
1413-simplified,Agaricomycetes,0.5898767
14162-simplified,Technology,0.8671718
14162-simplified,Machine,0.8399309
14162-simplified,Robot,0.81457
14162-simplified,Fictional character,0.7664647
14162-simplified,Animation,0.69132066
14162-simplified,Headphones,0.6352384
14162-simplified,CG artwork,0.5847473
14162-simplified,Fiction,0.55329406
14206-simplified,Fictional character,0.8961047
14206-simplified,Cartoon,0.8254098
14206-simplified,Animation,0.825147
14206-simplified,CG artwork,0.6761759
14206-simplified,Hero,0.66899616
14206-simplified,Animated cartoon,0.6423826
14206-simplified,Anime,0.565056
14206-simplified,Fiction,0.559401
1424-simplified,Bird,0.97314453
1424-simplified,Turkey,0.9703376
1424-simplified,Wild turkey,0.96659017
1424-simplified,Phasianidae,0.94175655
1424-simplified,Landfowl,0.92197645
1424-simplified,Beak,0.9173199
1424-simplified,Black,0.9079648
1424-simplified,Feather,0.8198978
1424-simplified,Claw,0.55557746
1424-simplified,Fowl,0.513571
14254-simplified,Insect,0.9892184
14254-simplified,Arthropod,0.9766229
14254-simplified,Yellow,0.9613865
14254-simplified,Close-up,0.9331768
14254-simplified,Macro photography,0.91171646
14254-simplified,Pest,0.9079822
14254-simplified,Pollinator,0.74304736
14254-simplified,Hymenopterans,0.7154352
14254-simplified,Ant,0.64946413
14254-simplified,Parasitism,0.6364219
14297-simplified,Sculpture,0.9779737
14297-simplified,Statue,0.9710216
14297-simplified,Art,0.9316583
14297-simplified,Bronze sculpture,0.8205817
14297-simplified,Artifact,0.7789566
14297-simplified,Bronze,0.7003779
14297-simplified,Figurine,0.66526663
14297-simplified,Classical sculpture,0.64534754
14297-simplified,Antique,0.6407343
14297-simplified,Collectable,0.6224803
14364-simplified,Red sky at morning,0.91207266
14364-simplified,Orange,0.8795664
14364-simplified,Sunrise,0.8708124
14364-simplified,Sunset,0.8351061
14364-simplified,Fictional character,0.8278421
14364-simplified,Afterglow,0.82726836
14364-simplified,Dusk,0.80090326
14364-simplified,CG artwork,0.78011405
14364-simplified,Animation,0.76578665
14364-simplified,Dawn,0.7566089
14367-simplified,Logo,0.7604978
14367-simplified,Graphics,0.69224983
14367-simplified,Graphic design,0.67258
14376-simplified,Astronaut,0.857449
14376-simplified,Astronomical object,0.8000471
14376-simplified,Outer space,0.73978156
14376-simplified,Universe,0.68890053
14376-simplified,Star,0.6203952
14376-simplified,Astronomy,0.61009717
14376-simplified,Graphics,0.60000587
14376-simplified,Science,0.58653164
14376-simplified,Animation,0.5267862
14376-simplified,Fiction,0.5203854
14387-simplified,Facial hair,0.8320574
14387-simplified,Game,0.7668444
14387-simplified,Beard,0.75051236
14387-simplified,Poster,0.736835
14387-simplified,Graphic design,0.73594344
14387-simplified,Animation,0.7243172
14387-simplified,Graphics,0.6854548
14387-simplified,Video Game Software,0.6834498
14387-simplified,Design,0.66818553
14387-simplified,Film,0.6533378
14407-simplified,Toy,0.91497135
14407-simplified,Robot,0.91044575
14407-simplified,Armour,0.9037335
14407-simplified,Technology,0.88920414
14407-simplified,Fictional character,0.85533094
14407-simplified,Machine,0.8481932
14407-simplified,Action figure,0.78986925
14407-simplified,Mecha,0.7864002
14407-simplified,Fiction,0.66741693
14407-simplified,Action,0.6027688
14476-simplified,Night,0.59190375
14478-simplified,Musical instrument,0.99355674
14478-simplified,String instrument,0.99066603
14478-simplified,Plucked string instrument,0.99
14478-simplified,Chordophone,0.9855277
14478-simplified,Guitarist,0.983271
14478-simplified,Guitar,0.98285425
14478-simplified,Performing Arts,0.9749673
14478-simplified,Entertainment,0.9739966
14478-simplified,Music,0.97156215
14478-simplified,Performance,0.9684737
14484-simplified,Red,0.9737845
14484-simplified,Bone,0.96693915
14484-simplified,Yellow,0.959486
14484-simplified,Orange,0.95722115
14484-simplified,Neck,0.95614415
14484-simplified,Active Shirt,0.9233082
14484-simplified,Skull,0.89834046
14484-simplified,Flame,0.850193
14484-simplified,Fire,0.78355354
14484-simplified,Symbol,0.68234754
14550-simplified,Motorcycle,0.99068356
14550-simplified,Automotive lighting,0.9840977
14550-simplified,Automotive Tire,0.97651005
14550-simplified,Motor vehicle,0.97624403
14550-simplified,Red,0.97592133
14550-simplified,Fuel tank,0.974181
14550-simplified,Wheel,0.97280586
14550-simplified,Spoke,0.9614741
14550-simplified,Automotive Wheel System,0.9567924
14550-simplified,Automotive Exterior,0.9550775
14579-simplified,Blue,0.9890651
14579-simplified,Crystal,0.9113076
14579-simplified,Quartz,0.8921593
14579-simplified,Gemstone,0.88920474
14579-simplified,Mineral,0.86458147
14579-simplified,Natural material,0.8499771
14579-simplified,Chemical compound,0.55082357
1460-simplified,Superhero,0.98746365
1460-simplified,Fictional character,0.9553743
1460-simplified,Iron Man,0.93589586
1460-simplified,Hero,0.8966513
1460-simplified,Avengers,0.88648874
1460-simplified,Action,0.87830055
1460-simplified,Armour,0.8501172
1460-simplified,Film,0.82469004
1460-simplified,Costume,0.8219833
1460-simplified,Animation,0.7770075
1473-simplified,Map,0.9869035
1473-simplified,Atlas,0.8945618
1479-simplified,Blue,0.9884005
1479-simplified,Technology,0.880314
1479-simplified,Lens flare,0.80603534
1479-simplified,Engineering,0.7473134
1479-simplified,Symmetry,0.722262
1479-simplified,Science,0.5341776
1510-simplified,Fruit,0.96860343
1510-simplified,Citrus,0.9186778
1510-simplified,Natural foods,0.9082556
1510-simplified,Orange,0.8875781
1510-simplified,Produce,0.86264086
1510-simplified,Ingredient,0.84057385
1510-simplified,Sphere,0.8178356
1510-simplified,Food,0.7705303
1510-simplified,Bitter orange,0.7397693
1510-simplified,Valencia orange,0.7375283
1512-simplified,Vertebrate,0.9607283
1512-simplified,Giraffe,0.9126972
1512-simplified,Giraffids,0.89445513
1512-simplified,Turtle,0.8537435
1512-simplified,Terrestrial animal,0.8104169
1512-simplified,Tortoise,0.7900461
1512-simplified,Wildlife,0.758127
1512-simplified,Snout,0.7182662
1512-simplified,Bird,0.6861415
1512-simplified,Reptile,0.5843321
1545-simplified,Food,0.9716899
1545-simplified,Hamburger,0.95318246
1545-simplified,Ingredient,0.936954
1545-simplified,Veggie burger,0.9289825
1545-simplified,Buffalo burger,0.91809446
1545-simplified,Bun,0.90470475
1545-simplified,Cheeseburger,0.8744837
1545-simplified,Sandwich,0.81891984
1545-simplified,Finger food,0.748525
1545-simplified,Fast food,0.7424006
1562-simplified,Boat,0.9747309
1562-simplified,Watercraft,0.96348757
1562-simplified,Yacht,0.9358392
1562-simplified,Superyacht,0.905582
1562-simplified,Naval architecture,0.87839216
1562-simplified,Ship,0.8550386
1562-simplified,Ocean,0.7306238
1562-simplified,Water transportation,0.59707034
1562-simplified,Royal yacht,0.5854021
1562-simplified,Passenger ship,0.5007263
1566-simplified,Technology,0.88238853
1566-simplified,Machine,0.8458352
1566-simplified,Fictional character,0.8036301
1566-simplified,Robot,0.77902067
1566-simplified,Fiction,0.596817
1566-simplified,Toy,0.5606209
1566-simplified,Science,0.5460818
1576-simplified,Yoda,0.98924047
1576-simplified,Fictional character,0.9585753
1576-simplified,Superhero,0.93466586
1576-simplified,Fiction,0.64111394
1576-simplified,Mask,0.63657254
1576-simplified,Animation,0.54581964
1647-simplified,Audio equipment,0.9858024
1647-simplified,Gadget,0.9503093
1647-simplified,Headphones,0.94055
1647-simplified,Electronic device,0.9222898
1647-simplified,Technology,0.8391193
1647-simplified,Headset,0.5406296
1677-simplified,Game,0.77039886
1677-simplified,Evening,0.7613301
1677-simplified,Animation,0.7563716
1677-simplified,Dusk,0.7461799
1677-simplified,Alley,0.6776124
1677-simplified,CG artwork,0.6765723
1677-simplified,Cityscape,0.5925624
1677-simplified,Digital compositing,0.5852835
1677-simplified,PC game,0.58515006
1677-simplified,Fictional character,0.58407855
1718-simplified,Night,0.8377425
1718-simplified,Mythology,0.8040025
1718-simplified,Holy places,0.79863554
1718-simplified,Religious Item,0.70916027
1718-simplified,Blessing,0.59804356
1718-simplified,Shrine,0.55117935
1762-simplified,Dinosaur,0.93050534
1762-simplified,Landmark,0.92232645
1762-simplified,Tourist attraction,0.8809429
1762-simplified,Amusement ride,0.84209436
1762-simplified,Terrestrial animal,0.78823614
1762-simplified,Night,0.75039697
1762-simplified,List of nonbuilding structure types,0.7167371
1762-simplified,Ferris wheel,0.7113396
1762-simplified,Amusement park,0.7060305
1762-simplified,Park,0.63451016
1782-simplified,Motor vehicle,0.97080934
1782-simplified,Automotive lighting,0.95905256
1782-simplified,Car,0.93089956
1782-simplified,Headlamp,0.87693983
1782-simplified,Classic car,0.86551976
1782-simplified,Hood,0.85386825
1782-simplified,Fender,0.84215397
1782-simplified,Automotive Wheel System,0.82924044
1782-simplified,Antique car,0.8258501
1782-simplified,Vintage car,0.7874742
1809-simplified,Machine,0.82577324
1809-simplified,Robot,0.81239414
1809-simplified,Fictional character,0.77433944
1809-simplified,Action figure,0.6602078
1809-simplified,Toy,0.6306776
1809-simplified,Animation,0.5547832
1809-simplified,Fiction,0.5404885
1852-simplified,Flame,0.9807179
1852-simplified,Fire,0.9676163
1852-simplified,Heat,0.9335149
1852-simplified,Lighting,0.9109586
1852-simplified,Orange,0.9011535
1852-simplified,Darkness,0.8442943
1852-simplified,Night,0.76027954
1852-simplified,Still life photography,0.6473256
1852-simplified,Oil lamp,0.5873726
1884-simplified,Armour,0.98044175
1884-simplified,Personal protective equipment,0.9488439
1884-simplified,Fictional character,0.93314767
1884-simplified,Helmet,0.92405474
1884-simplified,Action,0.89973706
1884-simplified,Cuirass,0.85354435
1884-simplified,Machine,0.8356394
1884-simplified,Hero,0.8330523
1884-simplified,Robot,0.8285049
1884-simplified,CG artwork,0.8184702
1935-simplified,Armour,0.9441481
1935-simplified,Fictional character,0.9411798
1935-simplified,CG artwork,0.88747066
1935-simplified,Cartoon,0.8255157
1935-simplified,Purple,0.81405264
1935-simplified,Animation,0.7546154
1935-simplified,Anime,0.69961214
1935-simplified,Graphics,0.6679882
1935-simplified,Blade,0.66414183
1935-simplified,Supernatural creature,0.5877471
1937-simplified,Fictional character,0.93371165
1937-simplified,Armour,0.9331317
1937-simplified,Robot,0.8723047
1937-simplified,Technology,0.85872227
1937-simplified,Machine,0.84211487
1937-simplified,Mecha,0.71525437
1937-simplified,Animation,0.63171387
1937-simplified,Fiction,0.61045605
1937-simplified,Action figure,0.6040866
1937-simplified,Digital compositing,0.5641651
1947-simplified,Fictional character,0.9444267
1947-simplified,Dragon,0.94161856
1947-simplified,Mythical creature,0.9383151
1947-simplified,Wing,0.89812857
1947-simplified,CG artwork,0.8561046
1947-simplified,Mythology,0.8345066
1947-simplified,Cryptid,0.77961147
1947-simplified,Animation,0.7120678
1947-simplified,Extinction,0.7108728
1947-simplified,Graphics,0.5892655
1960-simplified,Overcoat,0.7285263
1960-simplified,Lens flare,0.60737133
1960-simplified,Duster,0.5701192
1960-simplified,Shadow,0.5521103
1965-simplified,Cartoon,0.88594836
1965-simplified,Rodent,0.8853172
1965-simplified,Animated cartoon,0.8341531
1965-simplified,Animation,0.83139753
1965-simplified,Squirrel,0.8168799
1965-simplified,Fictional character,0.80090654
1965-simplified,CG artwork,0.75267047
1965-simplified,Graphics,0.70820767
1965-simplified,Leporids,0.593151
1965-simplified,Rabbit,0.551514
1968-simplified,Mountainous landforms,0.98514473
1968-simplified,Mountain,0.97911125
1968-simplified,Hill,0.9671228
1968-simplified,Highland,0.9463935
1968-simplified,atmospheric phenomenon,0.9314229
1968-simplified,Horizon,0.9259446
1968-simplified,Ecoregion,0.9235645
1968-simplified,Hill station,0.92099553
1968-simplified,Mountain range,0.9122312
1968-simplified,Dusk,0.87300354
1980-simplified,Fictional character,0.89903307
1980-simplified,Game,0.7530911
1980-simplified,Animation,0.7124375
1980-simplified,Mask,0.59943885
1980-simplified,PC game,0.5727813
1980-simplified,Fiction,0.56352323
1980-simplified,Digital compositing,0.5097371
1980-simplified,CG artwork,0.50785595
1980-simplified,Armour,0.50408244
2-simplified,Horse,0.8950925
2-simplified,Astronaut,0.7086304
2-simplified,Horse Supplies,0.69204754
2-simplified,Astronomical object,0.66879153
2-simplified,Horse tack,0.6293914
2-simplified,Fiction,0.520815
2-simplified,Astronomy,0.5058127
2010-simplified,Water,0.9817467
2010-simplified,Sea,0.95370835
2010-simplified,Fluid,0.9527182
2010-simplified,Cloud,0.94524306
2010-simplified,Wave,0.9345335
2010-simplified,Ocean,0.9202
2010-simplified,Wind wave,0.89303213
2010-simplified,Coastal and oceanic landforms,0.87941754
2010-simplified,Coast,0.8583014
2010-simplified,Wind,0.8242115
2072-simplified,Blue,0.98860687
2072-simplified,Camouflage,0.55681497
21-simplified,Technology,0.87563133
21-simplified,Robot,0.86958045
21-simplified,Machine,0.8463413
21-simplified,Toy,0.62895864
21-simplified,Science,0.5723301
2107-simplified,Nature,0.9737684
2107-simplified,Forest,0.95150006
2107-simplified,Trunk,0.8719929
2107-simplified,Jungle,0.8606512
2107-simplified,Woody plant,0.83620566
2107-simplified,Old-growth forest,0.8265989
2107-simplified,Woodland,0.74555165
2107-simplified,Rainforest,0.7231528
2107-simplified,Valdivian temperate rain forest,0.70076495
2107-simplified,Giant sequoia,0.69665
2137-simplified,Toy,0.6398685
2139-simplified,Yellow,0.96174496
2139-simplified,Toy,0.7276633
2139-simplified,Happiness,0.7092869
2230-simplified,Fictional character,0.8487357
2230-simplified,Costume,0.7520295
2230-simplified,Cloak,0.70391726
2230-simplified,Film,0.64055175
2230-simplified,Animation,0.5985697
2230-simplified,Hood,0.5706345
2230-simplified,Cape,0.5087957
2319-simplified,,
2326-simplified,,
2352-simplified,Crystal,0.95197994
2352-simplified,Gemstone,0.94925493
2352-simplified,Quartz,0.9372904
2352-simplified,Mineral,0.88443834
2352-simplified,Natural material,0.8516955
2352-simplified,Emerald,0.79995096
2352-simplified,Jade,0.5822975
2352-simplified,Still life photography,0.57889503
2356-simplified,Machine,0.83587795
2356-simplified,Mecha,0.695669
2356-simplified,Robot,0.62207407
2356-simplified,Digital compositing,0.5871449
2356-simplified,Science,0.5601215
2356-simplified,PC game,0.53037804
2356-simplified,3D modeling,0.5124879
2356-simplified,Fictional character,0.51117647
2366-simplified,Bird,0.9890288
2366-simplified,Owl,0.9870291
2366-simplified,Bird of prey,0.96560097
2366-simplified,Vertebrate,0.9611608
2366-simplified,Great horned owl,0.90263516
2366-simplified,Screech owl,0.900042
2366-simplified,Wildlife,0.8436297
2366-simplified,Beak,0.8430594
2366-simplified,Eastern screech owl,0.72997534
2366-simplified,Feather,0.67026174
2369-simplified,Volcanic landform,0.9705187
2369-simplified,Volcano,0.97039574
2369-simplified,geological phenomenon,0.9484647
2369-simplified,Types of volcanic eruptions,0.947715
2369-simplified,Orange,0.93903565
2369-simplified,Lava dome,0.93050283
2369-simplified,Cloud,0.9209977
2369-simplified,Volcanic field,0.9055978
2369-simplified,Lava,0.89275247
2369-simplified,Stratovolcano,0.872955
2386-simplified,,
2393-simplified,Galaxy,0.97703934
2393-simplified,Outer space,0.97360027
2393-simplified,Spiral,0.96747935
2393-simplified,Astronomical object,0.9593044
2393-simplified,Spiral galaxy,0.9524955
2393-simplified,Astronomy,0.947869
2393-simplified,Universe,0.94728583
2393-simplified,Milky Way,0.81676215
2393-simplified,Nebula,0.8056658
2393-simplified,Star,0.7909497
2420-simplified,Engineering,0.7442987
2420-simplified,Train,0.6764384
2420-simplified,Track,0.6635423
2420-simplified,Rolling stock,0.6554857
2420-simplified,Rolling,0.6490773
2420-simplified,Rail transport,0.6341802
2420-simplified,Steel,0.58740366
2462-simplified,Outer space,0.9719843
2462-simplified,Galaxy,0.9639891
2462-simplified,Astronomical object,0.943722
2462-simplified,Universe,0.94292945
2462-simplified,Astronomy,0.9247175
2462-simplified,Nebula,0.90879595
2462-simplified,Star,0.8935349
2462-simplified,atmospheric phenomenon,0.8776613
2462-simplified,Night,0.8090357
2462-simplified,Constellation,0.761569
2469-simplified,Flower,0.9755111
2469-simplified,Petal,0.9086544
2469-simplified,Animation,0.7118404
2469-simplified,Animated cartoon,0.68982476
2469-simplified,Common sunflower,0.62582535
2469-simplified,Sunflowers,0.6055497
2469-simplified,Floristry,0.5345123
2469-simplified,Fictional character,0.50835353
2472-simplified,Horse,0.9896188
2472-simplified,atmospheric phenomenon,0.9500266
2472-simplified,Working animal,0.9480096
2472-simplified,Mist,0.92388266
2472-simplified,Mustang,0.8910906
2472-simplified,Sorrel,0.8726603
2472-simplified,Fog,0.8566042
2472-simplified,Stallion,0.8125608
2472-simplified,Livestock,0.8038902
2472-simplified,Haze,0.7789301
2529-simplified,Bone,0.98705727
2529-simplified,Red,0.9763387
2529-simplified,Skull,0.96841973
2529-simplified,Flame,0.9600392
2529-simplified,Fire,0.9515349
2529-simplified,Orange,0.95114255
2529-simplified,Heat,0.9359328
2529-simplified,Tooth,0.92789763
2529-simplified,Skeleton,0.7386174
2529-simplified,Symbol,0.6691173
2554-simplified,Bird,0.99037915
2554-simplified,Beak,0.96096295
2554-simplified,Wing,0.8753897
2554-simplified,Wildlife,0.8059884
2554-simplified,Feather,0.7912276
2554-simplified,Passerine,0.6635473
2554-simplified,Songbirds,0.6239339
2554-simplified,Old world flycatchers,0.5852422
2579-simplified,Facial hair,0.93785214
2579-simplified,Beard,0.8879114
2579-simplified,Moustache,0.81199837
2579-simplified,Fictional character,0.7313008
2584-simplified,Red,0.9767016
2584-simplified,Fictional character,0.8905602
2584-simplified,Cape,0.7237818
2584-simplified,Animation,0.6153734
2584-simplified,Cloak,0.6002413
2589-simplified,Pyramid,0.88872355
2589-simplified,Triangle,0.81071264
2589-simplified,Wonders of the World,0.6432617
2589-simplified,Meteorological phenomenon,0.5989438
2589-simplified,Science,0.5717191
2589-simplified,Digital compositing,0.5652895
2589-simplified,World Heritage Site,0.54638684
2589-simplified,Star,0.54156697
2589-simplified,Universe,0.53257966
2702-simplified,Fictional character,0.95087177
2702-simplified,Mythical creature,0.9271204
2702-simplified,Dragon,0.88794446
2702-simplified,Mythology,0.7613595
2702-simplified,CG artwork,0.7318583
2702-simplified,Cryptid,0.72965026
2702-simplified,Graphic design,0.6891466
2702-simplified,Animation,0.677159
2702-simplified,Graphics,0.6660582
2730-simplified,Fictional character,0.8780846
2730-simplified,Animation,0.8707461
2730-simplified,Cartoon,0.8305931
2730-simplified,Beak,0.79978573
2730-simplified,Toy,0.77064407
2730-simplified,Animated cartoon,0.759632
2730-simplified,Bird,0.618797
2730-simplified,Fiction,0.6129425
2730-simplified,Robot,0.59822214
2730-simplified,3D modeling,0.50106436
2750-simplified,Neon,0.84456927
2750-simplified,Visual Effect Lighting,0.6144011
2750-simplified,Lens flare,0.5775271
2750-simplified,Night,0.5429565
2762-simplified,Hair,0.99074763
2762-simplified,Eyebrow,0.9852536
2762-simplified,Skin,0.98067516
2762-simplified,Hairstyle,0.97045034
2762-simplified,Eye,0.9606786
2762-simplified,Facial expression,0.94494635
2762-simplified,Eyelash,0.9210374
2762-simplified,Iris,0.90190595
2762-simplified,Cartoon,0.8996925
2762-simplified,Long hair,0.8860475
2819-simplified,Cat,0.98554385
2819-simplified,Felidae,0.9638369
2819-simplified,Felinae,0.93933386
2819-simplified,Insect,0.9278501
2819-simplified,Pollinator,0.91902906
2819-simplified,Whiskers,0.9127076
2819-simplified,Carnivores,0.91200244
2819-simplified,Butterfly,0.8917185
2819-simplified,Kitten,0.88965434
2819-simplified,Snout,0.86171174
2869-simplified,Spire,0.92917585
2869-simplified,Castle,0.91062933
2869-simplified,Cloud,0.9038102
2869-simplified,Tower,0.8569447
2869-simplified,Steeple,0.8545291
2869-simplified,History,0.84983385
2869-simplified,Turret,0.7954168
2869-simplified,Evening,0.724866
2869-simplified,Medieval architecture,0.7247969
2869-simplified,Water castle,0.71467674
2904-simplified,,
2915-simplified,Bird,0.98416376
2915-simplified,Beak,0.9198496
2915-simplified,Feather,0.86205524
2915-simplified,Crows,0.75214005
2915-simplified,Songbirds,0.7036074
2915-simplified,Crow family,0.6886473
2915-simplified,Passerine,0.67419356
2915-simplified,Common raven,0.6534796
2915-simplified,Sun hat,0.62628895
2915-simplified,Fedora,0.5596324
2922-simplified,Blue,0.9883447
2922-simplified,Yellow,0.9538489
2922-simplified,Brick,0.9173194
2922-simplified,Brown,0.91386586
2922-simplified,Composite material,0.8745136
2922-simplified,Stone wall,0.86618865
2922-simplified,Brickwork,0.8336845
2922-simplified,Building material,0.8005295
2922-simplified,Symmetry,0.7116902
2922-simplified,Cobblestone,0.65042776
2948-simplified,Toy,0.84897435
2948-simplified,Snout,0.8155767
2948-simplified,Car door,0.7246011
2948-simplified,Kit car,0.56819725
2948-simplified,Driving,0.55978674
2948-simplified,Primate,0.5558286
2948-simplified,Electric vehicle,0.5180037
2969-simplified,Sky,0.9905075
2969-simplified,Photograph,0.98849225
2969-simplified,Horizon,0.9852967
2969-simplified,Sun,0.98525155
2969-simplified,Afterglow,0.9839652
2969-simplified,Daytime,0.98185194
2969-simplified,Sunset,0.9801627
2969-simplified,Cloud,0.97850996
2969-simplified,Nature,0.97738045
2969-simplified,Orange,0.97140574
2972-simplified,Watermelon,0.9704288
2972-simplified,Fruit,0.9620788
2972-simplified,Citrullus,0.9522126
2972-simplified,Melon,0.92645097
2972-simplified,Produce,0.9171139
2972-simplified,Smile,0.8971187
2972-simplified,Food,0.86569875
2972-simplified,Natural foods,0.83585846
2972-simplified,Happiness,0.815189
2972-simplified,Seedless fruit,0.80757916
2993-simplified,Cartoon,0.8512152
2993-simplified,Rodent,0.82706875
2993-simplified,Animated cartoon,0.80490386
2993-simplified,Animation,0.76212263
2993-simplified,Fictional character,0.75988066
2993-simplified,CG artwork,0.7376397
2993-simplified,Film,0.7027589
2993-simplified,Graphics,0.673365
2993-simplified,Toy,0.617888
2993-simplified,Squirrel,0.59652925
3016-simplified,Fictional character,0.9387874
3016-simplified,Supernatural creature,0.83381146
3016-simplified,Animation,0.7893714
3016-simplified,CG artwork,0.78928685
3016-simplified,Mythical creature,0.7841534
3016-simplified,Cryptid,0.7811013
3016-simplified,Demon,0.73907167
3016-simplified,Film,0.69810224
3016-simplified,Mythology,0.6783195
3016-simplified,Fiction,0.66030073
3041-simplified,Insect,0.8915356
3041-simplified,Close-up,0.8560352
3041-simplified,Arthropod,0.7961501
3041-simplified,Macro photography,0.7914858
3041-simplified,Pest,0.68987745
3041-simplified,Parasitism,0.5709156
3041-simplified,Amphibians,0.52733916
3050-simplified,Column,0.9421791
3050-simplified,Arch,0.9108033
3050-simplified,Arcade,0.72413194
3050-simplified,Gothic architecture,0.7138143
3050-simplified,Shadow,0.6934382
3050-simplified,Vault,0.6811499
3050-simplified,Still life photography,0.59809095
3050-simplified,Crypt,0.59609264
3050-simplified,Ruins,0.55847555
3058-simplified,,
3119-simplified,,
3129-simplified,,
318-simplified,,
3220-simplified,Bookcase,0.96415186
